ID,FID,Departure
353794,-30,1
353798,516,3317
353798,-30,1
353800,516,3317
353800,-30,1
353813,49,3317
353813,-52,1
353814,49,3317
353814,-52,1
353826,516,3317
353826,-30,1
353865,632,3317
353865,-49,1
353866,632,3317
353866,-49,1
353881,279,3317
353881,-42,1
353887,279,3317
353887,-42,1
353913,279,3317
353913,-42,1
353993,139,3317
353993,-8,1
354001,139,3317
354001,-8,1
354036,139,3317
354036,-8,1
354052,637,3317
354052,-41,1
354058,532,3317
354058,-41,1
354061,532,3317
354061,-41,1
354068,637,3317
354068,-41,1
354072,267,3318
354072,-19,1
354075,267,3318
354075,-19,1
354084,267,3318
354084,-19,1
354128,186,3318
354128,-15,1
354132,436,3318
354132,-42,1
354133,436,3318
354133,-42,1
354134,436,3318
354134,-42,1
354176,186,3318
354176,-15,1
354185,186,3318
354185,-15,1
354314,277,3318
354314,-33,1
354350,277,3318
354350,-33,1
354379,216,3319
354379,-9,1
354380,473,3319
354380,-37,1
354400,473,3319
354400,-37,1
354405,390,3319
354405,-15,1
354408,390,3319
354408,-15,1
354436,534,3319
354436,-43,1
354438,710,3319
354438,-42,1
354451,321,3319
354451,-15,1
354452,321,3319
354452,-15,1
354454,321,3319
354454,-15,1
354474,393,3319
354474,-12,1
354490,393,3319
354490,-12,1
354491,216,3319
354491,-9,1
354492,393,3319
354492,-12,1
354505,710,3319
354505,-42,1
354508,710,3319
354508,-42,1
354516,534,3319
354516,-43,1
354521,248,3319
354521,-25,1
354526,248,3319
354526,-25,1
354558,534,3319
354558,-43,1
354565,279,3319
354565,-10,1
354597,279,3319
354597,-10,1
354650,389,3319
354650,-16,1
354658,389,3319
354658,-16,1
354673,389,3319
354673,-16,1
354836,508,3320
354836,-14,1
354839,508,3320
354839,-14,1
354843,508,3320
354843,-14,1
354846,508,3320
354846,-14,1
354859,655,3320
354859,-43,1
354860,655,3320
354860,-43,1
354869,655,3320
354869,-43,1
354872,682,3320
354872,-28,1
354894,682,3320
354894,-28,1
354989,524,3321
354989,-47,1
355033,293,3321
355033,-14,1
355034,293,3321
355034,-14,1
355060,112,3321
355060,-3,1
355070,112,3321
355070,-3,1
355078,112,3321
355078,-3,1
355096,377,3321
355096,-5,1
355098,377,3321
355098,-5,1
355101,524,3321
355101,-47,1
355143,377,3321
355143,-5,1
355155,189,3321
355155,-42,1
355156,189,3321
355156,-42,1
355159,630,3321
355159,-43,1
355160,630,3321
355160,-43,1
355161,710,3321
355161,-15,1
355162,630,3321
355162,-43,1
355170,399,3321
355170,-14,1
355172,710,3321
355172,-15,1
355174,215,3321
355174,-9,1
355179,215,3321
355179,-9,1
355180,349,3321
355180,-20,1
355217,349,3321
355217,-20,1
355262,399,3321
355262,-14,1
355292,499,3322
355292,-28,1
355339,258,3322
355339,-40,1
355340,258,3322
355340,-40,1
355353,557,3322
355353,-1,1
355354,316,3322
355354,-43,1
355355,316,3322
355355,-43,1
355356,316,3322
355356,-43,1
355364,183,3322
355364,-51,1
355367,516,3322
355367,-33,1
355368,516,3322
355368,-33,1
355369,499,3322
355369,-28,1
355371,609,3322
355371,-20,1
355373,609,3322
355373,-20,1
355394,502,3322
355394,-15,1
355400,503,3322
355400,-49,1
355407,503,3322
355407,-49,1
355440,557,3322
355440,-1,1
355460,502,3322
355460,-15,1
355472,502,3322
355472,-15,1
355477,183,3322
355477,-51,1
355533,183,3322
355533,-51,1
355552,557,3322
355552,-1,1
355598,523,3323
355598,-20,1
355603,508,3323
355603,-42,1
355615,523,3323
355615,-20,1
355660,496,3323
355660,-4,1
355670,158,3323
355670,-41,1
355671,158,3323
355671,-41,1
355677,616,3323
355677,-41,1
355681,616,3323
355681,-41,1
355690,508,3323
355690,-42,1
355696,496,3323
355696,-4,1
355700,158,3323
355700,-41,1
355706,496,3323
355706,-4,1
355768,248,3323
355768,-5,1
355769,248,3323
355769,-5,1
355827,533,3323
355827,-1,1
355834,616,3323
355834,-41,1
355880,616,3323
355880,-41,1
355885,248,3323
355885,-5,1
355890,533,3323
355890,-1,1
355893,64,3323
355893,-43,1
355899,64,3323
355899,-43,1
355900,248,3323
355900,-5,1
355909,78,3324
355909,-5,1
355935,78,3324
355935,-5,1
355961,531,3324
355961,-16,1
355982,78,3324
355982,-5,1
356015,539,3324
356015,-14,1
356029,186,3324
356029,-27,1
356034,635,3324
356034,-14,1
356035,264,3324
356035,-8,1
356043,635,3324
356043,-14,1
356044,264,3324
356044,-8,1
356045,264,3324
356045,-8,1
356048,635,3324
356048,-14,1
356053,635,3324
356053,-14,1
356058,539,3324
356058,-14,1
356067,686,3324
356067,-15,1
356084,186,3324
356084,-27,1
356105,539,3324
356105,-14,1
356138,686,3324
356138,-15,1
356163,531,3324
356163,-16,1
356164,531,3324
356164,-16,1
356240,389,3325
356240,-14,1
356260,228,3325
356260,-55,1
356290,492,3325
356290,-50,1
356291,492,3325
356291,-50,1
356292,492,3325
356292,-50,1
356330,228,3325
356330,-55,1
356339,228,3325
356339,-55,1
356386,51,3325
356386,-43,1
356388,51,3325
356388,-43,1
356402,389,3325
356402,-14,1
356454,390,3325
356454,-8,1
356482,390,3325
356482,-8,1
356488,525,3325
356488,-46,1
356521,389,3325
356521,-14,1
356529,525,3325
356529,-46,1
356562,171,3326
356562,-48,1
356576,364,3326
356576,-5,1
356594,484,3326
356594,-56,1
356597,531,3326
356597,-26,1
356604,484,3326
356604,-56,1
356615,531,3326
356615,-26,1
356616,484,3326
356616,-56,1
356620,484,3326
356620,-56,1
356627,171,3326
356627,-48,1
356712,171,3326
356712,-48,1
356757,671,3326
356757,-41,1
356759,671,3326
356759,-41,1
356862,101,3326
356862,-9,1
356900,101,3326
356900,-9,1
356901,101,3326
356901,-9,1
356914,364,3326
356914,-5,1
356927,364,3326
356927,-5,1
356965,69,3327
356965,-40,1
356967,69,3327
356967,-40,1
356973,397,3327
356973,-4,1
357001,397,3327
357001,-4,1
357082,397,3327
357082,-4,1
357113,714,3327
357113,-43,1
357151,651,3327
357151,-40,1
357153,651,3327
357153,-40,1
357154,651,3327
357154,-40,1
357155,651,3327
357155,-40,1
357173,714,3327
357173,-43,1
357184,569,3327
357184,-27,1
357185,714,3327
357185,-43,1
357194,569,3327
357194,-27,1
357235,674,3328
357235,-43,1
357260,674,3328
357260,-43,1
357261,353,3328
357261,-2,1
357268,353,3328
357268,-2,1
357301,674,3328
357301,-43,1
357314,674,3328
357314,-43,1
357368,186,3328
357368,-37,1
357386,186,3328
357386,-37,1
357406,345,3328
357406,-1,1
357416,186,3328
357416,-37,1
357417,345,3328
357417,-1,1
357435,498,3328
357435,-36,1
357437,498,3328
357437,-36,1
357439,498,3328
357439,-36,1
357442,498,3328
357442,-36,1
357446,288,3328
357446,-7,1
357470,634,3328
357470,-42,1
357473,634,3328
357473,-42,1
357475,288,3328
357475,-7,1
357477,288,3328
357477,-7,1
357481,634,3328
357481,-42,1
357513,571,3329
357513,-10,1
357523,571,3329
357523,-10,1
357533,464,3329
357533,-23,1
357546,464,3329
357546,-23,1
357598,415,3329
357598,-54,1
357599,415,3329
357599,-54,1
357609,201,3329
357609,-40,1
357611,201,3329
357611,-40,1
357628,201,3329
357628,-40,1
357653,263,3329
357653,-42,1
357655,263,3329
357655,-42,1
357669,666,3329
357669,-7,1
357673,263,3329
357673,-42,1
357679,263,3329
357679,-42,1
357686,666,3329
357686,-7,1
357691,372,3329
357691,-30,1
357741,372,3329
357741,-30,1
357744,666,3329
357744,-7,1
357888,234,3330
357888,-6,1
357889,234,3330
357889,-6,1
357903,390,3330
357903,-16,1
357905,390,3330
357905,-16,1
357906,390,3330
357906,-16,1
357952,267,3330
357952,-7,1
357953,267,3330
357953,-7,1
358017,241,3330
358017,-33,1
358018,241,3330
358018,-33,1
358019,241,3330
358019,-13,1
358020,241,3330
358020,-13,1
358085,606,3330
358085,-28,1
358086,606,3330
358086,-28,1
358091,48,3330
358091,-55,1
358092,48,3330
358092,-55,1
358118,48,3330
358118,-55,1
358159,525,3330
358159,-18,1
358160,525,3330
358160,-18,1
358161,525,3330
358161,-18,1
358214,122,3331
358214,-42,1
358222,467,3331
358222,-25,1
358224,467,3331
358224,-25,1
358239,186,3331
358239,-56,1
358242,502,3331
358242,-10,1
358258,502,3331
358258,-10,1
358259,186,3331
358259,-56,1
358260,186,3331
358260,-56,1
358263,122,3331
358263,-42,1
358264,122,3331
358264,-42,1
358273,502,3331
358273,-10,1
358274,502,3331
358274,-10,1
358276,244,3331
358276,-41,1
358279,321,3331
358279,-43,1
358294,321,3331
358294,-43,1
358295,321,3331
358295,-43,1
358324,516,3331
358324,-25,1
358328,244,3331
358328,-41,1
358329,516,3331
358329,-25,1
358332,244,3331
358332,-41,1
358337,452,3331
358337,-49,1
358338,452,3331
358338,-49,1
358340,516,3331
358340,-25,1
358342,452,3331
358342,-49,1
358469,123,3331
358469,-42,1
358470,123,3331
358470,-42,1
358477,199,3331
358477,-23,1
358489,472,3331
358489,-10,1
358493,199,3331
358493,-23,1
358494,472,3331
358494,-10,1
358496,472,3331
358496,-10,1
358524,37,3332
358524,-16,1
358529,37,3332
358529,-16,1
358532,484,3332
358532,-30,1
358533,484,3332
358533,-30,1
358555,361,3332
358555,-4,1
358563,171,3332
358563,-13,1
358565,361,3332
358565,-4,1
358576,171,3332
358576,-13,1
358577,171,3332
358577,-13,1
358584,37,3332
358584,-16,1
358586,320,3332
358586,-39,1
358590,447,3332
358590,-47,1
358654,447,3332
358654,-47,1
358655,447,3332
358655,-47,1
358684,42,3332
358684,-41,1
358689,320,3332
358689,-39,1
358700,112,3332
358700,-3,1
358704,112,3332
358704,-3,1
358730,112,3332
358730,-3,1
358746,223,3332
358746,-36,1
358764,667,3332
358764,-34,1
358765,667,3332
358765,-34,1
358768,223,3332
358768,-36,1
358786,42,3332
358786,-41,1
358796,361,3332
358796,-4,1
358896,422,3333
358896,-40,1
358931,422,3333
358931,-40,1
358956,527,3333
358956,-30,1
359004,527,3333
359004,-30,1
359014,527,3333
359014,-30,1
359027,498,3333
359027,-30,1
359048,32,3333
359048,-42,1
359052,156,3333
359052,-41,1
359054,156,3333
359054,-41,1
359078,498,3333
359078,-30,1
359081,498,3333
359081,-30,1
359085,32,3333
359085,-42,1
359086,32,3333
359086,-42,1
359090,463,3333
359090,-2,1
359107,463,3333
359107,-2,1
359160,605,3334
359160,-9,1
359182,316,3334
359182,-33,1
359183,316,3334
359183,-33,1
359245,573,3334
359245,-12,1
359253,573,3334
359253,-12,1
359301,573,3334
359301,-12,1
359305,573,3334
359305,-12,1
359311,605,3334
359311,-9,1
359323,605,3334
359323,-9,1
359326,605,3334
359326,-9,1
359384,497,3335
359384,-39,1
359385,497,3335
359385,-39,1
359388,497,3335
359388,-39,1
359460,169,3335
359460,-25,1
359461,169,3335
359461,-25,1
359497,391,3335
359497,-37,1
359517,391,3335
359517,-37,1
359519,391,3335
359519,-37,1
359596,642,3335
359596,-44,1
359597,642,3335
359597,-44,1
359613,642,3335
359613,-44,1
359738,661,3336
359738,-12,1
359745,607,3336
359745,-23,1
359747,607,3336
359747,-23,1
359753,661,3336
359753,-12,1
359762,661,3336
359762,-12,1
359789,352,3336
359789,-7,1
359791,352,3336
359791,-7,1
359813,438,3336
359813,-6,1
359851,696,3336
359851,-37,1
359888,320,3336
359888,-15,1
359892,320,3336
359892,-15,1
359893,320,3336
359893,-15,1
359895,438,3336
359895,-6,1
359903,696,3336
359903,-37,1
359905,438,3336
359905,-6,1
359919,696,3336
359919,-37,1
359985,281,3336
359985,-45,1
359993,281,3336
359993,-45,1
360023,178,3337
360023,-4,1
360027,584,3337
360027,-13,1
360032,178,3337
360032,-4,1
360033,584,3337
360033,-13,1
360055,316,3337
360055,-41,1
360057,316,3337
360057,-41,1
360071,493,3337
360071,-10,1
360084,493,3337
360084,-10,1
360089,263,3337
360089,-11,1
360090,263,3337
360090,-11,1
360091,263,3337
360091,-11,1
360107,460,3337
360107,-42,1
360112,460,3337
360112,-42,1
360113,460,3337
360113,-42,1
360115,167,3337
360115,-48,1
360129,167,3337
360129,-48,1
360132,167,3337
360132,-48,1
360151,142,3337
360151,-9,1
360152,142,3337
360152,-9,1
360168,509,3337
360168,-42,1
360170,454,3337
360170,-13,1
360171,454,3337
360171,-13,1
360189,536,3337
360189,-11,1
360191,536,3337
360191,-11,1
360196,460,3337
360196,-42,1
360201,509,3337
360201,-42,1
360219,472,3337
360219,-1,1
360221,472,3337
360221,-1,1
360225,356,3337
360225,-15,1
360226,472,3337
360226,-1,1
360227,356,3337
360227,-15,1
360313,407,3338
360313,-41,1
360442,536,3338
360442,-41,1
360443,536,3338
360443,-41,1
360447,186,3338
360447,-12,1
360448,186,3338
360448,-12,1
360449,186,3338
360449,-12,1
360465,163,3338
360465,-30,1
360466,163,3338
360466,-30,1
360467,407,3338
360467,-41,1
360474,407,3338
360474,-41,1
360540,689,3338
360540,-30,1
360542,689,3338
360542,-30,1
360608,99,3339
360608,-26,1
360770,307,3339
360770,-6,1
360771,307,3339
360771,-6,1
360773,307,3339
360773,-6,1
360780,391,3339
360780,-27,1
360781,391,3339
360781,-27,1
360787,509,3339
360787,-12,1
360790,509,3339
360790,-12,1
360821,509,3339
360821,-12,1
360824,312,3339
360824,-30,1
360825,312,3339
360825,-30,1
360831,391,3339
360831,-27,1
360834,391,3339
360834,-27,1
360878,99,3339
360878,-26,1
360889,606,3340
360889,-14,1
360892,136,3340
360892,-42,1
360908,182,3340
360908,-28,1
360913,136,3340
360913,-42,1
360917,182,3340
360917,-28,1
360922,459,3340
360922,-41,1
360945,692,3340
360945,-10,1
360947,182,3340
360947,-28,1
360969,459,3340
360969,-41,1
361046,606,3340
361046,-14,1
361049,30,3340
361049,-15,1
361051,30,3340
361051,-15,1
361058,692,3340
361058,-10,1
361061,692,3340
361061,-10,1
361073,164,3340
361073,-46,1
361078,704,3340
361078,-43,1
361089,624,3340
361089,-13,1
361092,136,3340
361092,-42,1
361096,164,3340
361096,-46,1
361134,624,3340
361134,-13,1
361141,704,3340
361141,-43,1
361145,624,3340
361145,-13,1
361146,699,3340
361146,-11,1
361147,699,3340
361147,-11,1
361177,704,3340
361177,-43,1
361252,596,3341
361252,-28,1
361269,186,3341
361269,-34,1
361272,541,3341
361272,-41,1
361274,185,3341
361274,-5,1
361288,716,3341
361288,-29,1
361291,438,3341
361291,-30,1
361296,438,3341
361296,-30,1
361313,541,3341
361313,-41,1
361322,185,3341
361322,-5,1
361329,716,3341
361329,-29,1
361333,541,3341
361333,-41,1
361338,716,3341
361338,-29,1
361363,175,3341
361363,-36,1
361366,509,3341
361366,-34,1
361367,175,3341
361367,-36,1
361376,596,3341
361376,-28,1
361398,509,3341
361398,-34,1
361403,509,3341
361403,-34,1
361441,475,3341
361441,-16,1
361442,475,3341
361442,-16,1
361474,697,3341
361474,-13,1
361475,697,3341
361475,-13,1
361479,186,3341
361479,-34,1
361485,88,3341
361485,-50,1
361491,475,3341
361491,-55,1
361492,88,3341
361492,-50,1
361502,185,3341
361502,-5,1
361507,541,3341
361507,-41,1
361509,185,3341
361509,-5,1
361533,296,3341
361533,-43,1
361534,296,3341
361534,-43,1
361538,296,3341
361538,-43,1
361539,475,3341
361539,-55,1
361560,475,3341
361560,-55,1
361564,369,3342
361564,-28,1
361570,262,3342
361570,-42,1
361624,262,3342
361624,-42,1
361636,369,3342
361636,-28,1
361637,369,3342
361637,-28,1
361661,72,3342
361661,-55,1
361667,72,3342
361667,-55,1
361691,403,3342
361691,-42,1
361692,403,3342
361692,-42,1
361695,123,3342
361695,-12,1
361697,123,3342
361697,-12,1
361731,72,3342
361731,-55,1
361733,386,3342
361733,-13,1
361750,386,3342
361750,-13,1
361763,548,3342
361763,-10,1
361772,548,3342
361772,-10,1
361776,548,3342
361776,-10,1
361847,580,3343
361847,-42,1
361867,580,3343
361867,-42,1
361876,580,3343
361876,-42,1
361923,687,3343
361923,-9,1
361926,125,3343
361926,-6,1
361931,125,3343
361931,-6,1
361948,687,3343
361948,-9,1
361950,125,3343
361950,-6,1
361976,357,3343
361976,-33,1
361977,211,3343
361977,-54,1
361978,357,3343
361978,-33,1
362008,297,3343
362008,-17,1
362009,577,3343
362009,-42,1
362010,577,3343
362010,-42,1
362022,297,3343
362022,-17,1
362029,684,3343
362029,-39,1
362031,684,3343
362031,-39,1
362037,393,3343
362037,-11,1
362041,297,3343
362041,-17,1
362049,393,3343
362049,-11,1
362058,684,3343
362058,-39,1
362060,393,3343
362060,-11,1
362082,531,3343
362082,-9,1
362102,297,3343
362102,-17,1
362116,531,3343
362116,-9,1
362123,211,3343
362123,-54,1
362138,211,3343
362138,-54,1
362167,157,3344
362167,-48,1
362170,402,3344
362170,-11,1
362172,402,3344
362172,-11,1
362182,497,3344
362182,-14,1
362196,328,3344
362196,-27,1
362216,494,3344
362216,-11,1
362218,494,3344
362218,-11,1
362219,494,3344
362219,-11,1
362255,496,3344
362255,-39,1
362275,619,3344
362275,-56,1
362277,496,3344
362277,-39,1
362299,619,3344
362299,-56,1
362304,709,3344
362304,-13,1
362307,497,3344
362307,-14,1
362314,525,3344
362314,-9,1
362316,525,3344
362316,-9,1
362318,709,3344
362318,-13,1
362350,589,3344
362350,-13,1
362375,589,3344
362375,-13,1
362378,525,3344
362378,-9,1
362399,256,3344
362399,-41,1
362401,392,3344
362401,-30,1
362402,392,3344
362402,-30,1
362403,709,3344
362403,-13,1
362411,392,3344
362411,-30,1
362431,328,3344
362431,-27,1
362438,256,3344
362438,-41,1
362443,497,3344
362443,-14,1
362460,157,3344
362460,-48,1
362464,157,3344
362464,-48,1
362606,351,3345
362606,-2,1
362607,351,3345
362607,-2,1
362809,496,3346
362809,-37,1
362817,488,3346
362817,-11,1
362826,496,3346
362826,-37,1
362831,224,3346
362831,-42,1
362861,224,3346
362861,-42,1
362879,488,3346
362879,-11,1
362941,488,3346
362941,-11,1
362997,503,3346
362997,-33,1
363009,503,3346
363009,-33,1
363048,503,3346
363048,-33,1
363057,256,3346
363057,-55,1
363075,256,3346
363075,-55,1
363079,256,3346
363079,-55,1
363155,637,3347
363155,-41,1
363160,637,3347
363160,-41,1
363171,637,3347
363171,-41,1
363254,186,3347
363254,-34,1
363263,186,3347
363263,-34,1
363265,186,3347
363265,-34,1
363266,513,3347
363266,-7,1
363282,513,3347
363282,-7,1
363298,588,3347
363298,-51,1
363305,588,3347
363305,-51,1
363319,588,3347
363319,-51,1
363358,366,3347
363358,-11,1
363384,366,3347
363384,-11,1
363398,366,3347
363398,-11,1
363462,231,3348
363462,-26,1
363468,668,3348
363468,-29,1
363486,668,3348
363486,-29,1
363523,98,3348
363523,-16,1
363530,98,3348
363530,-16,1
363537,669,3348
363537,-1,1
363538,669,3348
363538,-1,1
363576,587,3348
363576,-42,1
363577,587,3348
363577,-42,1
363578,587,3348
363578,-42,1
363605,460,3348
363605,-43,1
363607,460,3348
363607,-43,1
363617,231,3348
363617,-26,1
363627,40,3348
363627,-30,1
363636,30,3348
363636,-33,1
363653,40,3348
363653,-30,1
363656,30,3348
363656,-33,1
363677,492,3348
363677,-3,1
363730,492,3348
363730,-3,1
363734,492,3348
363734,-3,1
363745,414,3349
363745,-37,1
363750,414,3349
363750,-37,1
363760,136,3349
363760,-32,1
363764,541,3349
363764,-8,1
363765,541,3349
363765,-8,1
363792,260,3349
363792,-8,1
363796,260,3349
363796,-8,1
363799,305,3349
363799,-23,1
363801,305,3349
363801,-23,1
363806,492,3349
363806,-9,1
363845,184,3349
363845,-32,1
363849,184,3349
363849,-32,1
363858,136,3349
363858,-32,1
363876,492,3349
363876,-9,1
363996,566,3349
363996,-14,1
363997,566,3349
363997,-14,1
364004,566,3349
364004,-14,1
364014,509,3349
364014,-43,1
364015,509,3349
364015,-43,1
364023,509,3349
364023,-43,1
364041,509,3349
364041,-43,1
364050,377,3350
364050,-9,1
364059,464,3350
364059,-16,1
364061,464,3350
364061,-16,1
364067,329,3350
364067,-18,1
364070,377,3350
364070,-9,1
364071,377,3350
364071,-9,1
364096,329,3350
364096,-18,1
364105,329,3350
364105,-18,1
364106,329,3350
364106,-18,1
364107,329,3350
364107,-18,1
364178,440,3350
364178,-7,1
364179,440,3350
364179,-7,1
364221,464,3350
364221,-16,1
364242,701,3350
364242,-49,1
364254,701,3350
364254,-49,1
364256,701,3350
364256,-49,1
364296,391,3350
364296,-19,1
364304,202,3350
364304,-42,1
364305,391,3350
364305,-19,1
364306,202,3350
364306,-42,1
364307,202,3350
364307,-42,1
364309,391,3350
364309,-19,1
364315,100,3350
364315,-46,1
364323,100,3350
364323,-46,1
364341,100,3350
364341,-46,1
364357,643,3351
364357,-15,1
364366,424,3351
364366,-12,1
364367,424,3351
364367,-12,1
364374,192,3351
364374,-7,1
364375,192,3351
364375,-7,1
364378,424,3351
364378,-12,1
364385,424,3351
364385,-12,1
364392,643,3351
364392,-15,1
364396,666,3351
364396,-54,1
364405,666,3351
364405,-54,1
364406,666,3351
364406,-54,1
364425,404,3351
364425,-43,1
364426,404,3351
364426,-43,1
364427,404,3351
364427,-43,1
364443,224,3351
364443,-10,1
364444,200,3351
364444,-25,1
364456,99,3351
364456,-41,1
364459,99,3351
364459,-41,1
364470,200,3351
364470,-25,1
364480,566,3351
364480,-19,1
364486,566,3351
364486,-19,1
364497,643,3351
364497,-15,1
364543,200,3351
364543,-25,1
364546,224,3351
364546,-10,1
364607,433,3351
364607,-36,1
364608,433,3351
364608,-36,1
364656,716,3351
364656,-14,1
364659,716,3351
364659,-14,1
364680,497,3351
364680,-6,1
364689,497,3351
364689,-6,1
364718,497,3351
364718,-6,1
364722,552,3352
364722,-16,1
364741,552,3352
364741,-16,1
364768,275,3352
364768,-43,1
364770,275,3352
364770,-43,1
364790,552,3352
364790,-16,1
364824,552,3352
364824,-16,1
364834,275,3352
364834,-43,1
364836,381,3352
364836,-16,1
364839,381,3352
364839,-16,1
364841,381,3352
364841,-16,1
364891,109,3352
364891,-5,1
364892,109,3352
364892,-5,1
364899,109,3352
364899,-5,1
364916,107,3352
364916,-15,1
364922,389,3352
364922,-15,1
364924,389,3352
364924,-15,1
364981,633,3352
364981,-43,1
364982,633,3352
364982,-43,1
364983,633,3352
364983,-43,1
364984,633,3352
364984,-43,1
365028,107,3352
365028,-15,1
365056,557,3353
365056,-13,1
365068,391,3353
365068,-11,1
365076,391,3353
365076,-11,1
365098,391,3353
365098,-11,1
365099,391,3353
365099,-11,1
365108,625,3353
365108,-1,1
365119,557,3353
365119,-13,1
365122,625,3353
365122,-1,1
365128,557,3353
365128,-13,1
365150,625,3353
365150,-1,1
365173,557,3353
365173,-13,1
365175,439,3353
365175,-41,1
365179,439,3353
365179,-41,1
365196,600,3353
365196,-7,1
365201,600,3353
365201,-7,1
365214,139,3353
365214,-43,1
365337,10,3353
365337,-2,1
365338,10,3353
365338,-2,1
365363,10,3353
365363,-2,1
365373,680,3354
365373,-8,1
365381,200,3354
365381,-12,1
365385,200,3354
365385,-12,1
365386,569,3354
365386,-20,1
365387,569,3354
365387,-20,1
365389,680,3354
365389,-8,1
365394,200,3354
365394,-12,1
365395,680,3354
365395,-8,1
365402,379,3354
365402,-13,1
365406,212,3354
365406,-34,1
365435,379,3354
365435,-13,1
365438,379,3354
365438,-13,1
365456,212,3354
365456,-34,1
365467,638,3354
365467,-42,1
365479,454,3354
365479,-41,1
365486,454,3354
365486,-41,1
365496,454,3354
365496,-41,1
365506,638,3354
365506,-42,1
365532,569,3354
365532,-20,1
365537,325,3354
365537,-50,1
365558,325,3354
365558,-50,1
365619,668,3354
365619,-15,1
365620,668,3354
365620,-15,1
365621,668,3354
365621,-15,1
365622,668,3354
365622,-15,1
365631,295,3354
365631,-32,1
365632,295,3354
365632,-32,1
365683,561,3355
365683,-16,1
365705,561,3355
365705,-16,1
365718,389,3355
365718,-11,1
365745,365,3355
365745,-28,1
365751,305,3355
365751,-43,1
365763,473,3355
365763,-41,1
365764,389,3355
365764,-11,1
365771,705,3355
365771,-32,1
365774,34,3355
365774,-4,1
365779,34,3355
365779,-4,1
365805,705,3355
365805,-32,1
365813,688,3355
365813,-2,1
365827,365,3355
365827,-28,1
365834,389,3355
365834,-11,1
365890,531,3355
365890,-43,1
365901,688,3355
365901,-2,1
365904,531,3355
365904,-43,1
365908,535,3355
365908,-25,1
365910,535,3355
365910,-25,1
365911,623,3355
365911,-9,1
365917,473,3355
365917,-41,1
365921,688,3355
365921,-2,1
365926,623,3355
365926,-9,1
365927,623,3355
365927,-9,1
365948,408,3355
365948,-42,1
365988,219,3355
365988,-43,1
365990,219,3355
365990,-43,1
365992,408,3355
365992,-42,1
366001,433,3356
366001,-43,1
366002,41,3356
366002,-42,1
366004,41,3356
366004,-42,1
366005,41,3356
366005,-42,1
366009,433,3356
366009,-43,1
366040,250,3356
366040,-41,1
366048,250,3356
366048,-41,1
366149,487,3356
366149,-29,1
366159,124,3356
366159,-25,1
366166,124,3356
366166,-25,1
366167,487,3356
366167,-29,1
366196,487,3356
366196,-29,1
366203,572,3356
366203,-12,1
366216,572,3356
366216,-12,1
366259,487,3356
366259,-29,1
366273,48,3357
366273,-20,1
366274,48,3357
366274,-20,1
366277,599,3357
366277,-41,1
366283,599,3357
366283,-41,1
366300,90,3357
366300,-4,1
366306,514,3357
366306,-16,1
366311,417,3357
366311,-13,1
366312,417,3357
366312,-13,1
366313,417,3357
366313,-13,1
366320,90,3357
366320,-4,1
366326,635,3357
366326,-26,1
366327,635,3357
366327,-26,1
366364,611,3357
366364,-43,1
366365,611,3357
366365,-43,1
366371,611,3357
366371,-43,1
366375,611,3357
366375,-19,1
366378,611,3357
366378,-19,1
366389,263,3357
366389,-33,1
366390,263,3357
366390,-33,1
366430,375,3357
366430,-15,1
366431,375,3357
366431,-15,1
366451,51,3357
366451,-42,1
366452,51,3357
366452,-42,1
366512,514,3357
366512,-16,1
366524,514,3357
366524,-16,1
366610,383,3358
366610,-51,1
366611,383,3358
366611,-51,1
366773,520,3358
366773,-6,1
366794,239,3358
366794,-51,1
366806,239,3358
366806,-51,1
366817,520,3358
366817,-6,1
366829,516,3358
366829,-42,1
366833,516,3358
366833,-42,1
366837,520,3358
366837,-6,1
366838,239,3358
366838,-51,1
366845,516,3358
366845,-42,1
366851,516,3358
366851,-42,1
366884,514,3359
366884,-22,1
366885,514,3359
366885,-22,1
366898,537,3359
366898,-50,1
366900,537,3359
366900,-50,1
366901,537,3359
366901,-50,1
366950,539,3359
366950,-25,1
366952,539,3359
366952,-25,1
366959,553,3359
366959,-14,1
366963,587,3359
366963,-43,1
366966,587,3359
366966,-43,1
366968,514,3359
366968,-22,1
367012,553,3359
367012,-14,1
367021,553,3359
367021,-14,1
367049,90,3359
367049,-41,1
367051,90,3359
367051,-41,1
367131,587,3359
367131,-43,1
367202,669,3360
367202,-49,1
367203,669,3360
367203,-49,1
367204,76,3360
367204,-25,1
367216,669,3360
367216,-49,1
367230,76,3360
367230,-25,1
367234,76,3360
367234,-25,1
367249,286,3360
367249,-26,1
367270,286,3360
367270,-26,1
367391,347,3360
367391,-39,1
367394,76,3360
367394,-25,1
367409,347,3360
367409,-39,1
367441,390,3360
367441,-40,1
367444,362,3360
367444,-2,1
367447,143,3360
367447,-30,1
367462,390,3360
367462,-40,1
367463,390,3360
367463,-40,1
367470,362,3360
367470,-2,1
367531,570,3361
367531,-50,1
367554,570,3361
367554,-50,1
367617,151,3361
367617,-43,1
367628,151,3361
367628,-43,1
367638,361,3361
367638,-14,1
367639,361,3361
367639,-14,1
367648,292,3361
367648,-32,1
367652,292,3361
367652,-32,1
367657,473,3361
367657,-9,1
367691,58,3361
367691,-37,1
367696,228,3361
367696,-2,1
367697,58,3361
367697,-37,1
367699,228,3361
367699,-2,1
367700,228,3361
367700,-2,1
367714,667,3361
